date,nifty_w1_pcr,nifty_w2_pcr,nifty_pcr_delta,nifty_w1_net_delta,nifty_w2_net_delta,nifty_delta_delta,nifty_w1_iv_skew,nifty_w2_iv_skew,nifty_w1_oi_call,nifty_w1_oi_put,nifty_w2_oi_call,nifty_w2_oi_put,nifty_w2_oi_change_call,nifty_w2_oi_change_put,nifty_spot_move_w1,nifty_spot_move_w2,nifty_w2_spot_close,nifty_w2_max_pain,nifty_spot_vs_maxpain,bnf_w1_pcr,bnf_w2_pcr,bnf_pcr_delta,bnf_w1_net_delta,bnf_w2_net_delta,bnf_delta_delta,bnf_w1_iv_skew,bnf_w2_iv_skew,bnf_w1_oi_call,bnf_w1_oi_put,bnf_w2_oi_call,bnf_w2_oi_put,bnf_w2_oi_change_call,bnf_w2_oi_change_put,bnf_spot_move_w1,bnf_spot_move_w2,bnf_w2_spot_close,bnf_w2_max_pain,bnf_spot_vs_maxpain,pcr_agreement,delta_agreement,days_to_expiry,is_expiry_eve,day_of_week,btst_signal_fired,btst_direction,btst_confidence,vix_regime,nifty_5day_momentum,prev_day_gap_pts,prev_5day_ml_accuracy
2023-10-18,0.6309068106020793,0.6582462420570643,0.0273394314549849,4889910.699221944,-181605.4418993108,-5071516.141121255,-2.217403000000001,-0.683014,108557950.0,68489950.0,104086200.0,68514350.0,-4698450.0,-487850.0,-0.5773222953485869,-0.0607092054460512,19672.05,19700.0,-0.0014207975274565,0.9834987959435418,0.9610569092053982,-0.0224418867381436,5057183.972013474,-7427680.440866699,-12484864.412880177,-13.11297,11.813268,81119535.0,79780965.0,66175410.0,63598335.0,-14129190.0,-17442090.0,-0.9604850601868652,0.0664152834895967,43919.65,43900.0,0.000447407936994,1,1,6,0,2,0,0,0.0,0,-0.0070048622283899,-12.1,1.0
2023-10-23,0.761806286106837,0.872162865888758,0.110356579781921,-6579434.572130923,-7240081.394924898,-660646.8227939745,5.751453,4.72423,98622250.0,75131050.0,74353200.0,64848100.0,-24220600.0,-8797450.0,-0.7325219794985912,-0.6159708954396532,19272.7,19450.0,-0.0091995413201056,0.6814800106591361,0.7954913475467185,0.1140113368875823,-612153.604781667,-1755703.324144567,-1143549.7193629,5.649181999999998,5.1599840000000015,34674480.0,23629965.0,24955350.0,19851765.0,-9753945.0,-3667830.0,-0.6758083219956785,-0.8801273248564943,43127.8,43500.0,-0.0086301643023756,1,1,1,1,0,0,0,0.0,0,-0.0237512128554898,-11.15,1.0
2023-10-30,0.9722019150465168,0.957149187543654,-0.0150527275028627,3177145.356520309,3511177.0417069383,334031.6851866292,-1.6540210000000002,-1.638413,64358750.0,62569700.0,60704800.0,58103550.0,-3575000.0,-4279850.0,0.5667882089124516,0.0582937955011904,19138.4,19100.0,0.0020064373197342,1.1591114435439784,1.0026026787465527,-0.1565087647974257,211759.2662502092,1889543.3938836288,1677784.12763342,-3.275709000000001,-1.4306980000000014,26230860.0,30404490.0,26384355.0,26453025.0,51750.0,-3876315.0,0.7258582910658937,0.2205669992639935,43029.5,42900.0,0.0030095632066373,0,1,1,1,0,0,0,0.0,0,-0.0213183965221753,-17.4,1.0
2023-11-01,0.7115949520417899,0.7058415707515233,-0.0057533812902665,2833511.546347265,2171832.612205643,-661678.9341416219,4.967427000000001,3.251778999999999,99727450.0,70965550.0,101543750.0,71673800.0,1688300.0,651950.0,-0.1796322266517536,-0.0741921735149841,18990.6,19050.0,-0.0031278632586648,0.9674756055621864,0.8877484542112537,-0.0797271513509326,-1920232.3098948048,-10418730.839491166,-8498498.529596362,13.741304,12.007819,91945140.0,88954680.0,79088265.0,70210485.0,-12925695.0,-18081165.0,-0.0221294373034504,0.0267017380723487,42705.25,42700.0,0.0001229357046264,1,0,6,0,2,0,-1,0.0,0,-0.0073141448927364,-52.3,1.0
2023-11-06,0.9031563180868556,0.9500570933638696,0.0469007752770141,2742610.4544457854,6476449.259013207,3733838.804567421,-1.8013670000000008,0.903829,66964100.0,60479050.0,61653400.0,58574250.0,-5233550.0,-2033150.0,0.3212021917325987,0.1878215282686955,19416.5,19350.0,0.0034249221023356,0.8608727234991957,0.8982945781289597,0.0374218546297639,2623763.3901597764,3052660.6615667967,428897.2714070203,-0.2108509999999999,1.6871120000000008,31800450.0,27376140.0,27996885.0,25149450.0,-3713295.0,-2182920.0,0.1771058762143604,0.1046301119037369,43627.7,43500.0,0.0029270394726285,1,1,1,1,0,0,0,0.0,0,0.0143228697242035,90.2,1.0
2023-11-15,1.2812235035581625,1.0208467961244958,-0.2603767074336667,-14129.889573073016,5770861.360101935,5784991.2496750085,-7.218304999999999,1.0792779999999986,77722700.0,99580150.0,89908300.0,91782600.0,12039100.0,-8062950.0,0.3945568508952966,0.0432154314679519,19677.4,19650.0,0.0013924603860266,0.7074266187343731,0.7945520691802707,0.0871254504458975,17599536.373406485,-7467104.840153584,-25066641.213560067,-9.291994,5.478179,109984305.0,77805825.0,87116745.0,69218790.0,-21409545.0,-8805150.0,-0.0721991476206982,-0.0312071396508258,44206.85,44200.0,0.0001549533613003,0,0,6,0,2,0,0,0.0,0,0.0141964893735962,150.2,1.0
2023-11-17,0.8322595910470416,0.8112436632509217,-0.0210159277961199,489479.0448107229,104825.79503935971,-384653.2497713632,-1.897938,-0.4825169999999996,62126950.0,51705750.0,59020800.0,47880250.0,-2777400.0,-3314650.0,0.1242094323121966,-0.0420269124143918,19740.95,19750.0,-0.0004584379171214,0.618366170354461,0.6769247768073676,0.0585586064529066,1792254.6485888686,1069390.8938749656,-722863.754713903,-1.0760959999999995,0.9285539999999984,37231605.0,23022765.0,34481985.0,23341710.0,-545565.0,7785.0,-0.2258296037924811,-0.1025176971890678,43606.25,43800.0,-0.0044431704170847,1,1,4,0,4,0,-1,0.0,0,0.0176207325382011,-5.9,1.0
2023-11-20,0.6856916720206664,0.6961732696470614,0.010481597626395,1088994.4634140464,-1990285.9000798687,-3079280.363493915,-1.414192,-1.5786359999999997,78523850.0,53843150.0,73820200.0,51391650.0,-4182450.0,-2308000.0,-0.1550104860034575,-0.0981735159817277,19690.65,19700.0,-0.0004748446597749,0.8719713543383277,0.8689032935314895,-0.0030680608068381,332754.90480288875,-1630057.1314551358,-1962812.0362580249,-2.453811999999999,-2.4398410000000013,36181395.0,31549140.0,34465740.0,29947395.0,-1515180.0,-1595430.0,0.3121677614376335,-0.1292450052190724,43581.65,43700.0,-0.002715592456917,1,1,1,1,0,0,0,0.0,0,0.0134708605353302,-0.35,1.0
2023-11-22,0.7813166056479257,0.91064148581211,0.1293248801641843,10310025.199771147,6521754.519779626,-3788270.679991521,-5.841502,-5.649011000000001,96486750.0,75386700.0,94571850.0,86121050.0,-787500.0,9039200.0,0.1051418403865947,0.0414066129390652,19811.8,19800.0,0.0005956046396591,0.8443068314727669,0.9311635268246669,0.0868566953518999,4854890.143507745,7565508.18293375,2710618.0394260045,4.964136999999999,-4.136741000000001,87414240.0,73804440.0,70380930.0,65536155.0,-14628225.0,-8038320.0,-0.4214713096902834,-0.0104749045460001,43432.6,43400.0,0.0007505882677988,1,1,6,0,2,0,0,0.0,0,0.0067838358957791,-0.85,1.0
2023-11-23,0.7308870788013835,0.7870159900304139,0.0561289112290304,28072378.58059941,20145864.16599604,-7926514.414603379,-5.720345999999999,-0.9007390000000006,277524950.0,202839400.0,216578700.0,170450900.0,-57033800.0,-34440300.0,-0.2395749622751454,-0.0035353356801081,19799.4,19800.0,-3.0303948604429668e-05,0.8835945970780116,0.87328085839599,-0.0103137386820215,778839.8667431041,463004.9265626016,-315834.9401805025,-0.292470999999999,-0.9890799999999996,20405625.0,18030300.0,19152000.0,16725075.0,-1191450.0,-1232835.0,0.2120163269808875,-0.0475884141132329,43582.3,43600.0,-0.0004061281758878,1,1,5,0,3,0,0,0.0,0,0.0034723274442659,35.85,1.0
2023-11-29,1.21188708861842,1.2044816046602904,-0.0074054839581296,6043916.884101916,4788706.414483964,-1255210.4696179526,-6.507515000000001,-5.826305,100562050.0,121869850.0,96818000.0,116615500.0,-2895750.0,-4917650.0,0.5814666883694068,0.0948570546511222,20101.9,20050.0,0.0025818454971918,1.2263649894326063,1.162095215720267,-0.0642697737123394,920973.895684184,1819606.3482814585,898632.4525972744,-10.41796,-9.671998000000002,39929430.0,48968055.0,35371155.0,41104650.0,-3575475.0,-7505640.0,0.9395095664727452,0.2961627028388378,44600.5,44400.0,0.0044954652974742,1,1,6,0,2,0,0,0.0,0,0.015831836791547,70.6,1.0
2023-11-30,0.9129827805787336,0.8816517522702287,-0.0313310283085049,13729770.152371649,9119094.239617473,-4610675.912754176,-35.317133,-0.2005299999999987,132266350.0,120756900.0,117934150.0,103976850.0,-7769450.0,-18029950.0,-0.0270728757106485,0.0486946843292519,20135.2,20100.0,0.0017481822877349,0.8627961548219772,0.769452056271393,-0.0933440985505842,8577202.67449861,4025498.091219061,-4551704.583279549,-9.935169,5.258469999999999,66511875.0,57386190.0,57043905.0,43892550.0,-7306470.0,-11594475.0,-0.6998942163398951,0.1792754434308406,44480.55,44400.0,0.0018109038669711,1,1,5,0,3,0,0,0.0,0,0.0160614247685645,28.95,1.0
2023-12-01,1.0574790470493811,0.9553119068420608,-0.1021671402073206,-1696859.9482950838,1141858.202765423,2838718.151060507,-1.4507220000000007,0.2417480000000011,49402350.0,52241950.0,48416700.0,46253050.0,-985100.0,-5987050.0,0.187013449631288,0.0844434019333022,20267.35,20200.0,0.0033230787448777,1.0568467824039909,0.8937152624732582,-0.1631315199307325,-565492.288100709,1074640.7430630818,1640133.0311637907,-1.7049569999999985,-0.2201039999999992,19816425.0,20942925.0,19533990.0,17457825.0,-40395.0,-2897040.0,0.4826110807593856,0.0568268723002984,44810.6,44800.0,0.0002365511731598,1,1,4,0,4,0,0,0.0,0,0.0230888596683827,77.25,1.0
2023-12-04,0.9668512138119512,0.8576835054916896,-0.1091677083202616,4274444.563535462,3282785.7275332846,-991658.8360021776,-4.936939000000001,0.2695700000000016,58106200.0,56180050.0,56585500.0,48532450.0,-800150.0,-7576450.0,0.6143211799639815,0.0440268612234558,20678.3,20600.0,0.0037865782003355,1.026931361377248,1.0548262601584166,0.0278948987811686,2115565.66029956,1845100.953541779,-270464.70675778063,-7.949949999999999,-1.300727000000002,26142570.0,26846625.0,23895210.0,25205295.0,-1521810.0,-1558305.0,1.6613876245189223,0.3152405911436491,46412.1,46100.0,0.0067245395058615,0,1,1,1,0,0,0,0.0,0,0.0428468491123545,275.65,1.0
2023-12-06,0.8144581050439815,0.8536214573914462,0.0391633523474647,10013385.66098713,6875411.566892336,-3137974.0940947933,-1.5386780000000009,-2.855124,90674400.0,73850500.0,89459150.0,76364250.0,-1073550.0,2938450.0,0.0343761563160253,-0.0601376005574764,20939.35,20900.0,0.0018792369390644,0.7707229408073064,0.8107686363695447,0.0400456955622382,10211698.909866942,9036652.012925394,-1175046.8969415482,1.4916420000000006,-9.474643999999998,86212245.0,66445755.0,66932430.0,54266715.0,-16628085.0,-11109705.0,-0.6031337537795146,-0.1949836980842585,46835.5,46800.0,0.000757972051115,1,1,6,0,2,0,0,0.0,0,0.0399940781351855,87.0,1.0
2023-12-08,0.7302717613498455,0.7930693919171173,0.0627976305672718,4394505.122453135,4292745.551545745,-101759.57090739068,-0.9772079999999992,-1.3049309999999998,54178050.0,39564700.0,48347850.0,38343200.0,-4824700.0,-1588500.0,-0.0615813518300233,0.2061141628851275,20978.15,20900.0,0.0037253046622319,0.8335813353865793,0.9939484740599178,0.1603671386733385,1820270.8052591828,2055554.0046068649,235283.19934768183,0.2175960000000003,-1.9702970000000004,23689320.0,19746975.0,19182765.0,19066680.0,-4364895.0,-861555.0,0.3856603033249709,0.4528996090235879,47287.65,47100.0,0.0039682665558555,1,1,4,0,4,0,0,0.0,0,0.0338828733706262,33.85,1.0
2023-12-12,0.7852545127035913,0.7617495491300555,-0.0235049635735357,-6666234.905508697,-2288202.7142035,4378032.191305198,-4.996969999999999,-4.963581000000001,75417650.0,59222050.0,71944250.0,54803500.0,-3604900.0,-3994550.0,-0.6342615383517866,0.0579194010846828,20903.2,20950.0,-0.0022388916529526,0.826899068236709,0.8115191191762123,-0.0153799490604966,-537732.1566525901,-977605.9754909652,-439873.81883837504,-1.849622,-2.1196280000000005,36717480.0,30361650.0,35977230.0,29196210.0,-344400.0,-585795.0,-0.5807269528604876,-0.0761709964609161,47094.9,47200.0,-0.0022316641504706,1,1,0,0,1,0,0,0.0,0,0.0021743082398867,23.9,1.0
2023-12-13,0.8127621601890286,0.8365482053301146,0.023786045141086,2962233.9254711783,7231660.942046514,4269427.016575336,-1.2153210000000012,-0.7057329999999986,91499400.0,74367250.0,92958600.0,77764350.0,1289000.0,3618850.0,-0.1926182927558772,0.3270042194092862,20924.2,20900.0,0.0011565555672379,1.0498489133823152,0.9403299225534864,-0.1095189908288288,1619157.7594571733,9856440.657183845,8237282.89772667,-10.893685,-6.626722,79106940.0,83050335.0,66640185.0,62663760.0,-10817790.0,-21032520.0,-0.0894844124955222,0.1597695574106818,47080.3,47100.0,-0.0004184340371662,1,1,6,0,2,0,0,0.0,0,-0.0007240420183327,-6.95,1.0
2023-12-14,0.9112077393680866,0.9721242769193176,0.060916537551231,14795275.702775896,-16162111.039273735,-30957386.74204963,-0.4694140000000004,10.387269,203494650.0,185425900.0,141192750.0,137256900.0,-62175000.0,-46674300.0,0.4752525001125909,-0.1030937563401411,21172.45,21150.0,0.0010603402062586,0.9710186683444868,0.9338509417582316,-0.0371677265862551,-189626.74111888625,-292650.3104191319,-103023.56930024568,-4.310689,-4.5799910000000015,19263090.0,18704820.0,18021345.0,16829250.0,-1197825.0,-1714830.0,0.3252251013310171,-0.1495287594344843,47712.0,47800.0,-0.0018443997317236,1,1,5,0,3,0,0,0.0,0,0.0122045393896314,169.85,1.0
2023-12-15,1.2017040194785007,1.1764790361921962,-0.0252249832863045,-728859.7579986416,2249205.4390988867,2978065.1970975283,-1.1794539999999998,-2.3060540000000014,42939650.0,51600750.0,43519050.0,51199250.0,575850.0,-375250.0,0.423880232087952,0.4658686812170644,21457.45,21350.0,0.0050075847782472,0.9651027843824056,1.0301934211640404,0.0650906367816349,1815397.606445796,1762144.4455939592,-53253.16085183667,-0.3487120000000008,1.3508180000000003,22799670.0,22004025.0,18955785.0,19528125.0,-3935910.0,-2495895.0,0.1164620579972761,0.3760809199389628,48148.8,48000.0,0.0030904196989333,1,1,4,0,4,0,0,0.0,0,0.0223372301927768,95.35,1.0
2023-12-18,0.951007301465653,0.9443992539528212,-0.0066080475128319,754902.6760030999,1460879.170327208,705976.4943241081,2.036185000000001,1.465819999999999,62501150.0,59439050.0,59808550.0,56483150.0,-1078250.0,-2469400.0,0.2255266186915747,-0.003034490485712,21419.75,21400.0,0.0009220462423697,0.9626344371799642,0.979264213260202,0.0166297760802377,-308288.2350421738,-98321.83961924187,209966.395422932,2.865691,-0.1225989999999992,27090720.0,26078460.0,25510245.0,24981270.0,-1528725.0,-577485.0,-0.0738124495606197,-0.017134630132301,47848.1,47900.0,-0.0010846825683778,1,0,1,1,0,0,0,0.0,0,0.019570723281084,-85.25,1.0
2023-12-20,0.6769730108222235,0.623657289418427,-0.0533157214037964,-4428533.958419224,-3824312.320016238,604221.6384029863,2.584864,3.2681510000000014,93400400.0,63229550.0,92248100.0,57531200.0,-3751250.0,-862700.0,-1.5252298633232428,-0.3760222220651673,21142.35,21250.0,-0.0050916761854761,0.800722623568269,0.995886135829453,0.195163512261184,5202841.786141977,6658988.2813139,1456146.4951719232,-15.454613000000002,-51.644366,74744310.0,59849460.0,57551730.0,57314970.0,-16455630.0,-4541400.0,-1.200674690576176,-0.2084035028629168,47405.0,47600.0,-0.004113490138171,1,0,6,0,2,0,0,0.0,0,0.0103181529016404,97.1,1.0
2023-12-28,0.9839012024744804,0.8735227745350288,-0.1103784279394516,7675368.9916727,-142895.4806739231,-7818264.472346623,-3.253126999999999,20.50851,143100750.0,140797000.0,126470200.0,110474600.0,-16557900.0,-29162100.0,0.192281121908534,0.1220423125983947,21781.3,21750.0,0.001437012483185,0.9722411813942928,0.8862905228339555,-0.0859506585603373,4434641.763760592,-5088725.881896596,-9523367.64565719,-6.174253000000002,14.911146,63689490.0,61921545.0,51406665.0,45561240.0,-12074115.0,-16554570.0,0.0755548169808389,0.1450134854290386,48548.55,48500.0,0.0010000298670094,1,1,5,0,3,0,0,0.0,2,0.0293347963620169,44.5,1.0
2024-01-01,1.1509369663630655,1.2257579262836866,0.0748209599206208,1349598.5301088626,-10235648.224365182,-11585246.754474044,-9.133773,-5.31917,53699900.0,61805200.0,47331450.0,58016900.0,-4132900.0,-3888400.0,0.4923907436067406,-0.4216837097166011,21725.3,21800.0,-0.0034383875021288,1.2720483079653044,1.210066118164287,-0.0619821898010173,-908824.7309007688,-3086683.149075497,-2177858.4181747283,-10.429688,-3.683549000000001,22214970.0,28258515.0,19236015.0,23276850.0,-2199060.0,-4925010.0,0.5743277966555654,-0.4616281890487146,48213.65,48400.0,-0.003865087998938,1,1,1,1,0,0,1,0.0,0,0.0170768643010683,-5.9,1.0
2024-01-02,0.8410842229606651,0.7852657494226319,-0.0558184735380331,-101327.19290169048,-272449.6278241598,-171122.4349224693,-3.4958530000000003,2.962069,72464800.0,60949000.0,71812950.0,56392250.0,-5913450.0,-4311700.0,-0.2237682387229656,-0.0426851497210467,21661.05,21700.0,-0.0017981584456894,0.6952125575957847,0.6004253166655664,-0.0947872409302182,726305.2791457697,-59610.48754300142,-785915.7666887711,0.3840879999999984,13.125047999999998,39364860.0,27366945.0,39083820.0,23466915.0,-1317495.0,-2703180.0,-0.5432941063970851,-0.1858147475040971,47754.45,47900.0,-0.0030478834956742,1,1,0,0,1,0,0,0.0,0,0.0102672769787243,-6.4,1.0
2024-01-04,1.008601355370744,0.8893479441401457,-0.1192534112305983,-7272925.110234526,-23923784.56423852,-16650859.454003992,3.579547,6.124103,214332500.0,216176050.0,178990800.0,159185100.0,-34548100.0,-53708300.0,0.2868024538058151,0.032571484012249,21651.75,21650.0,8.082487558742365e-05,1.0582511977374898,0.972601447779573,-0.0856497499579167,232628.31433448143,959059.295389542,726430.9810550604,1.878444,1.0216019999999997,17057160.0,18050760.0,16858920.0,16397010.0,-287235.0,-1602750.0,0.7104424156715853,0.0822587077904782,48180.4,48100.0,0.0016687283625707,1,0,5,0,3,0,0,0.0,0,-0.0059833500756289,67.7,1.0
2024-01-08,0.5998039953644531,0.7219052176417903,0.1221012222773372,-3040449.716531395,-3237141.564571607,-196691.84804021195,0.3505369999999992,0.3908760000000004,67090250.0,40241000.0,63528700.0,45861700.0,-4072350.0,5571850.0,-0.944442399366844,-0.0922091405504313,21507.3,21600.0,-0.0043101644557894,0.6445003948792536,0.6337833722375374,-0.0107170226417161,-1188486.4543520475,-569972.2292610534,618514.2250909942,1.118110999999999,5.016249999999999,33940755.0,21874830.0,34083720.0,21601695.0,-460605.0,-777375.0,-1.2405290121035148,0.005163112197583,47454.45,47600.0,-0.0030671517634279,1,1,1,1,0,0,0,0.0,0,-0.0101360933264519,17.3,1.0
2024-01-10,0.7697627764889363,0.8941657026133509,0.1244029261244146,3598347.912807312,1156918.5148042026,-2441429.3980031093,-2.8136620000000008,-5.588481000000002,84766050.0,65249750.0,82637200.0,73891350.0,-1823000.0,7326950.0,0.1634609133378566,0.1845206635325937,21609.2,21600.0,0.0004257445902671,0.9648587971913284,1.032566513157462,0.0677077159661335,2360457.470696301,1135128.078736327,-1225329.3919599743,0.2601189999999995,-4.978116999999999,80925090.0,78081285.0,66129585.0,68283195.0,-13280475.0,-13820325.0,0.5009395933274611,-0.0450826162698591,47336.15,47300.0,0.0007636869496146,0,1,6,0,2,0,0,0.0,0,0.0043546267330582,-7.85,1.0
2024-01-11,0.6720941127520539,0.6888972852189075,0.0168031724668535,19777226.55819693,17307349.9330097,-2469876.6251872294,3.101433,0.1189070000000001,250916050.0,168639200.0,212262050.0,146226750.0,-37164400.0,-23648400.0,-0.2571043507308779,-0.0039265594793021,21646.6,21650.0,-0.0001570685465616,0.7499796496519867,0.7667292917548271,0.0167496421028403,867475.5296065717,799669.2715494119,-67806.25805715972,0.6581670000000006,1.1849659999999993,16768755.0,12576225.0,15816345.0,12126855.0,-928605.0,-436530.0,-0.374958250446904,0.0121239467980129,47432.55,47500.0,-0.0014220192673595,1,1,5,0,3,0,0,0.0,0,-0.0002379126514095,94.05,1.0
2024-01-12,1.2431951054376886,1.094246273501158,-0.1489488319365306,-285612.23091481323,-665103.334657803,-379491.1037429897,-0.4581769999999991,0.4189220000000002,50586750.0,62889200.0,48832700.0,53435000.0,-1945600.0,-9312850.0,0.8571671832680965,-0.1745395805574315,21876.55,21850.0,0.001213628291481,1.1189595011739482,0.9560142037277976,-0.1629452974461506,838371.920278706,153622.1694250747,-684749.7508536313,1.5958950000000005,1.4620619999999995,17294205.0,19351515.0,16521015.0,15794325.0,-1484415.0,-2622600.0,0.6796837681836451,-0.3869779768461168,47659.95,47600.0,0.0012578695529474,0,0,4,0,4,0,0,0.0,0,0.0073800484994206,81.95,1.0
2024-01-17,0.7222788393241608,0.6906726233891842,-0.0316062159349765,976106.9375526396,3538295.3152123606,2562188.377659721,1.7768830000000015,3.073905999999999,85810350.0,61979000.0,87676850.0,60556000.0,9859350.0,-1502700.0,-0.9446111255219464,0.065119555796564,21589.75,21700.0,-0.0051065899327227,0.9884369804486928,1.213442834157093,0.2250058537084002,484868.2467476295,-8317088.737567887,-8801956.984315516,1.789479,41.69069,61657770.0,60944820.0,46733895.0,56708910.0,-9654165.0,-5676420.0,-1.3910056701851314,-0.0903304208812676,46122.15,46200.0,-0.0016879091716235,0,0,6,0,2,0,-1,0.0,0,-0.0009008904688567,-252.85,1.0
2024-02-06,1.0183213731097789,1.0820816695089814,0.0637602963992025,1101716.3935682336,178178.63432430918,-923537.7592439244,2.4298109999999973,3.4367519999999985,53866050.0,54852950.0,50223150.0,54345550.0,-1514250.0,-3405100.0,0.6385848372801457,-0.0818237348090508,21919.45,21900.0,0.0008873397827044,0.784880203132218,0.7232210214158279,-0.06165918171639,322396.3534376861,235697.64308351,-86698.71035417612,-4.640657999999998,2.4160020000000024,28509510.0,22376550.0,29367765.0,21239385.0,858495.0,-1137165.0,0.0484752721399621,-0.1018253088938072,45669.0,45800.0,-0.0028684665747005,0,1,0,0,1,0,0,0.0,0,0.0178882225603289,26.7,1.0
2024-02-07,0.7478222623411527,0.750943089006472,0.0031208266653193,6256093.167289868,6283158.99259654,27065.82530667167,-0.0634639999999997,-1.0370979999999983,78211900.0,58488600.0,80453700.0,60416150.0,2241800.0,1924550.0,-0.4533675817218792,-0.0075221561690864,21933.55,21900.0,0.0015296201481292,0.7206730415441921,0.7994693803926285,0.0787963388484364,9097057.177898718,-4737880.977648206,-13834938.155546924,3.218446,12.087582,90707625.0,65370540.0,69852300.0,55844775.0,-20855325.0,-9525765.0,-0.478196355098019,0.1578344889657854,45848.05,45800.0,0.0010480271243815,1,0,6,0,2,0,-1,0.0,0,0.0093874452607989,115.65,1.0
2024-02-08,0.7237411880777651,0.8165146589682911,0.092773470890526,8380929.066620549,-9964637.584158942,-18345566.650779493,15.269733,11.897617,193693550.0,140184000.0,153331050.0,125197050.0,-40362450.0,-14986950.0,-1.296175395415378,0.0903427724629631,21714.75,21700.0,0.0006792617920998,0.7948543974739918,0.876559748666692,0.0817053511927001,-841278.0047469126,-853339.8635809076,-12061.85883399495,1.7733260000000008,2.4842840000000024,14745795.0,11720760.0,14209020.0,12455055.0,-537270.0,734295.0,-1.8217358075398111,-0.3856801169331653,44979.85,45400.0,-0.0093408492914049,1,1,5,0,3,0,0,0.0,0,0.0015335198425033,46.5,1.0
2024-02-12,0.7354237523747741,0.7765932869071587,0.0411695345323845,-1540940.1326810892,-3311348.2187329195,-1770408.0860518303,1.5678260000000002,0.8652380000000015,53952500.0,39677950.0,49993350.0,38824500.0,-3959150.0,-853450.0,-0.6645433100498541,-0.2152961939698518,21598.0,21700.0,-0.0047226595055097,0.7641417968369734,0.8017428020313259,0.0376010051943525,-135930.23254965548,-511320.678559967,-375390.44601031154,3.0516749999999995,2.7277629999999995,22804740.0,17426055.0,20327610.0,16297515.0,-2477130.0,-1128540.0,-1.67419009012762,-0.0239690787735412,44838.7,45000.0,-0.0035973389059005,1,1,1,1,0,0,0,0.0,0,-0.0080331512177053,6.6,1.0
2024-02-13,0.8468021694369013,0.7673692520517454,-0.0794329173851559,347072.7497666529,2601053.570693551,2253980.820926898,1.2017880000000003,-0.1041109999999996,53617600.0,45403500.0,54721700.0,41991750.0,1104100.0,-3411750.0,0.2749872434549077,0.1786775101196997,21753.9,21700.0,0.0024777166393153,1.11244460662261,1.1441576020126538,0.0317129953900436,-1251310.9681363166,-1732089.8460465998,-480778.8779102832,-3.1700859999999977,-14.597448,24212055.0,26934570.0,24701715.0,28262655.0,489660.0,1328085.0,1.0928731029440588,0.0637468415088657,45521.45,45500.0,0.0004712064312537,0,0,0,0,1,0,0,0.0,0,-0.0076101296778968,57.55,1.0
2024-02-15,0.8270921019127361,0.8505460094614989,0.0234539075487628,12338389.014598424,-12679163.171422346,-25017552.18602077,0.6023890000000023,11.492722,200289000.0,165657450.0,166347850.0,141486500.0,-33941150.0,-24170950.0,0.0164395572279186,0.0356131860104066,21909.8,21900.0,0.0004472884280093,0.7766051434935894,0.8450239770991936,0.0684188336056041,1633582.9215121858,1308274.7502687774,-325308.17124340846,2.0904329999999973,1.093433000000001,14329560.0,11128410.0,13309575.0,11246910.0,-1019985.0,134670.0,0.4158913114171019,0.092169891529799,46207.3,46000.0,0.0044863041121208,1,0,5,0,3,0,0,0.0,0,0.0089024089676765,84.15,1.0
2024-02-22,0.8396456133817632,0.8456140148063086,0.0059684014245453,15443309.783156838,16953062.066920023,1509752.2837631851,-3.066838999999998,-5.315472999999999,179916500.0,151066100.0,155703900.0,131665400.0,-24212600.0,-19400700.0,0.2584992981970808,0.4493980508744928,22206.7,22150.0,0.0025532834685027,0.8244796801459692,0.8094233804761243,-0.0150562996698448,386312.4901772632,1135098.9501083682,748786.459931105,-1.2784839999999988,0.7494970000000016,14271510.0,11766570.0,13712595.0,11099295.0,-558915.0,-667275.0,-0.3467544486487182,0.2558411177499754,46906.55,46800.0,0.0022715377703114,1,1,5,0,3,0,0,0.0,0,0.0133698388324245,-44.7,1.0
2024-02-27,0.751048717417596,0.7869769929554435,0.0359282755378475,3668690.721006917,4364959.391115722,696268.670108805,0.7432600000000011,2.1230909999999987,74829500.0,56200600.0,72169200.0,56795500.0,-2660300.0,594900.0,0.3418002990469824,0.1118169808513551,22203.9,22150.0,0.0024275014749661,0.785602670036172,0.7516304039731655,-0.0339722660630065,685610.154031596,147665.9610355858,-537944.1929960102,1.929515000000002,3.2388150000000024,26282790.0,20647830.0,25666185.0,19291485.0,-619395.0,-1356345.0,0.2921643604643629,-0.1036804968086318,46585.3,46600.0,-0.0003155501842855,1,1,0,0,1,0,0,0.0,0,0.0001373632560047,-22.85,1.0
2024-02-28,0.6408693081372834,0.5891554769343398,-0.0517138312029435,1791255.3050387683,2406009.413485532,614754.1084467634,6.154585999999998,10.191461,108069850.0,69258650.0,106954450.0,63012800.0,-14098300.0,-5029800.0,-1.070815165642066,-0.0976144751572331,21952.75,22000.0,-0.0021523499333796,0.7416365549724312,0.6638258935289528,-0.0778106614434783,174070.29085738945,954453.7014075054,780383.410550116,8.615273000000002,12.772007000000002,35235480.0,26131920.0,34687740.0,23026620.0,-2602650.0,261645.0,-1.2766372594110218,-0.1746203256755981,45962.35,46200.0,-0.0051705363194005,1,1,6,0,2,0,0,0.0,0,-0.0064821036088872,8.15,1.0
